meter id,ResStock_ids,cvrmses,cvrmses_month,percent_errs_cooling,percent_errs_heating,peak_htg_hr_diffs,peak_clg_hr_diffs,costs
6000997755,[277866],[0.6836954166352911],[0.11452936945108436],[0.39179208644590124],[0.25423554268080445],[2.0],[4.0],[0.0031172122825859102]
6000998332,[],[],[],[],[],[],[],[]
6000998350,[542545],[0.7093527301510928],[0.23899850279698867],[0.09970336714263886],[0.3276952917399782],[10.0],[3.0],[0.004037353334552021]
6000998381,[],[],[],[],[],[],[],[]
6000998397,[260950],[0.6584121232094927],[0.24045300627373664],[0.019823528029685854],[0.005121267993721424],[0.0],[2.0],[0.007462289942204366]
6000998427,[128733],[0.5421440823373586],[0.12183147041180141],[0.4087203315506321],[0.18303231525593758],[1.0],[1.0],[0.004135328525967716]
6000998443,[],[],[],[],[],[],[],[]
6000998461,[],[],[],[],[],[],[],[]
6000998488,[],[],[],[],[],[],[],[]
6000998511,[],[],[],[],[],[],[],[]
6000998532,[],[],[],[],[],[],[],[]
6000998562,[281716],[0.6222846758453796],[0.1236814767756386],[0.06837614408970172],[0.018733282093787197],[1.0],[1.0],[0.002338758285523244]
6000998580,[253852],[0.6558279592891247],[0.2696707236558057],[0.08591621122166554],[0.11889735342741509],[4.0],[2.0],[0.002001156982922234]
6000998596,[437117],[0.7304505489146229],[0.10739036379208645],[0.21160130836047883],[0.26796176982097697],[2.0],[9.0],[0.008834504497392696]
6000998645,[267860],[1.0703551400037248],[0.14718608245061518],[0.07087849734978105],[0.23254222850266643],[2.0],[4.0],[0.008736350810173661]
6000998681,[236421],[0.6323477641395466],[0.37191392648060845],[0.12448710651478789],[0.15308606537042266],[11.0],[11.0],[0.001987635960381515]
6000998697,[542545],[0.7208778995703977],[0.24650982050307196],[0.10523773707049351],[0.6927268122365853],[1.0],[7.0],[0.0049419586443626845]
6000998768,[475067],[0.8483975222245419],[0.3233126400643907],[0.19799300200223122],[0.06410748489100163],[2.0],[1.0],[0.006226845938813278]
6000998783,[301762],[0.8018946700460385],[0.2683285252637889],[0.14678546092224895],[0.04255417079216883],[9.0],[7.0],[0.009324500427403503]
6000998795,[43246],[1.1832273851362334],[0.14424033958353352],[0.03295785903948991],[0.09406806267950285],[2.0],[2.0],[0.0034065241257547904]
6000998809,[],[],[],[],[],[],[],[]
6000998819,[236353],[0.9698503314080062],[0.26069467797414864],[0.12100049192157429],[0.058263731760595516],[2.0],[1.0],[0.005575734057723455]
6000998824,[237616],[0.45687490649151247],[0.18463331822182433],[0.1536408835248972],[0.09373023711821377],[1.0],[4.0],[0.002790564271117368]
6000998829,[144326],[0.8623153262573828],[0.12336588341919856],[0.09015605216780027],[0.129642712715802],[10.0],[10.0],[0.0037587247780430794]
6000998838,[45364],[0.5803232564425282],[0.15319164985597497],[0.09365537101683659],[0.19440964936736524],[11.0],[0.0],[0.008170318745492105]
6000998847,[],[],[],[],[],[],[],[]
6000998853,[212637],[1.1484092013243916],[0.18891615925328217],[0.04812399249734994],[0.04262950448071291],[11.0],[11.0],[0.002936932617517922]
6000998866,[56299],[0.9526307758657706],[0.1310825475204373],[0.09458047470862364],[0.06581750064409174],[5.0],[6.0],[0.007489085100943297]
6000998901,[200729],[0.7006167415572548],[0.2293748494881559],[0.05395895770871483],[0.28921681811822936],[6.0],[1.0],[0.009020401931518339]
6000998918,[431482],[0.8153060454792422],[0.16335249922703288],[0.20828518641223367],[0.13273299121917195],[3.0],[1.0],[0.000860682863630565]
6000998925,[414453],[0.9939104329155469],[0.1210569605962472],[0.11834328091633749],[0.17688043281677257],[1.0],[1.0],[0.008142548531308226]
6000998931,[475067],[1.0981641033368184],[0.332450501778929],[0.09191032573166241],[0.20007859740446918],[1.0],[1.0],[0.00827305438866437]
6000998936,[129571],[0.9705941354655006],[0.28374661165668935],[0.07980397455449105],[0.4301389943892657],[1.0],[10.0],[0.05181562263657656]
6000998944,[],[],[],[],[],[],[],[]
6000998972,[21336],[0.837543693261562],[0.27510067492241436],[0.14242389539709133],[0.4333402229656035],[3.0],[6.0],[0.005532652310216249]
6000999003,[129571],[1.1255556923230259],[0.2786055602171355],[0.10130313043559751],[0.0354665556502893],[11.0],[11.0],[0.03375619997280256]
6000999020,[438492],[1.1766894763972244],[0.5316649819177809],[0.1498225734709458],[0.1348482709604986],[2.0],[6.0],[0.008623998145286357]
6000999029,[324321],[0.6809140124200385],[0.10329906576195134],[0.04948986948492267],[0.10716856210343664],[3.0],[2.0],[0.0029631381772973362]
6000999036,[194901],[1.157732119008072],[0.2721196209761597],[0.025411103735616464],[0.4109406414873312],[2.0],[1.0],[0.007576985346229459]
6000999050,[319731],[0.6248459020283958],[0.24477673538522807],[0.1626332175181941],[0.1011540227816862],[0.0],[0.0],[0.015948697392858566]
6000999055,[211085],[1.1589009150888174],[0.13654618772185895],[0.01688295202679797],[0.023380128248158955],[12.0],[11.0],[0.002487049114151485]
6000999072,[59156],[1.0096403646900671],[0.3685712527759336],[0.052026019469033555],[0.19341420573592247],[1.0],[1.0],[0.00897437482574855]
6000999078,[206697],[0.9450705348962326],[0.29675733957519446],[0.6342683408539393],[0.19356478957456094],[0.0],[5.0],[0.034249744213934105]
6000999154,[386648],[1.1859374231192397],[0.16155037755838617],[0.04275051822625431],[0.07559630312284198],[1.0],[7.0],[0.0021801866929749628]
6000999264,[431482],[0.9900033317211666],[0.2181034860296608],[0.2650152262262197],[0.0014082122783355504],[11.0],[1.0],[0.0014563814267163973]
6000999323,[100367],[0.975935362705136],[0.386712820143368],[0.387400637849798],[0.044555492338982323],[9.0],[8.0],[0.002378153014593679]
6000999331,[98895],[1.0620842026542376],[0.38421430270709955],[0.052667888586769344],[0.10804216974002079],[2.0],[0.0],[0.007661119449356501]
6000999353,[],[],[],[],[],[],[],[]
6000999361,[222369],[1.0200983669728132],[0.40315200300702236],[0.04354182156330637],[0.3296410480072434],[4.0],[2.0],[0.00255908518151187]
6000999469,[237616],[0.414681012808909],[0.11876431859714728],[0.12511007793631562],[0.04249690487255697],[6.0],[4.0],[0.0017322898810374742]
6000999489,[],[],[],[],[],[],[],[]
6000999501,[285282],[0.5288888154604949],[0.2094422770544388],[0.05645787412431863],[0.04768952699180432],[3.0],[1.0],[0.0021503764145081295]
6000999517,[],[],[],[],[],[],[],[]
6000999529,[417947],[0.5820315350606198],[0.23910468885921374],[0.28312518394972735],[0.06839879413373266],[2.0],[0.0],[0.004293739821945946]
6000999554,[435233],[1.207168812809889],[0.19864094486080863],[0.06828488000018076],[0.08994395369817038],[3.0],[1.0],[0.0033654834942650593]
6000999572,[],[],[],[],[],[],[],[]
6000999591,[212637],[1.0956453704460207],[0.22820156314118717],[0.03978418184734877],[0.10871264213545925],[2.0],[0.0],[0.004524485403740592]
6000999654,[484554],[0.8053667292177016],[0.17040949956446716],[0.07004671858571158],[0.10683328776160816],[11.0],[9.0],[0.006367715624193872]
6000999675,[],[],[],[],[],[],[],[]
6000999678,[],[],[],[],[],[],[],[]
6000999681,[408994],[0.8068983939397202],[0.14044886271050708],[0.0427550797767102],[0.040480336651210105],[9.0],[1.0],[0.0033269731970008783]
6000999696,[241242],[1.02423484984748],[0.3135974744035109],[0.27563442944062055],[0.13036931683277364],[3.0],[0.0],[0.012545282686714574]
6000999723,[222369],[1.0687400456768648],[0.22014328341556746],[0.2803940507824321],[0.12363338251149115],[0.0],[0.0],[0.0027418298180403337]
6000999736,[187074],[0.7082365351979838],[0.15817038986657672],[0.009503992514863812],[0.034591585533775754],[1.0],[1.0],[0.003264877321210599]
6000999743,[453251],[0.9895693971471986],[0.36518028498118665],[0.003908229089114894],[0.13862756157053163],[5.0],[5.0],[0.0027012045587396514]
6000999857,[279322],[1.022903441769326],[0.7075090730006381],[0.2078320546198693],[0.11935342786011194],[11.0],[1.0],[0.005893115760279161]
6000999867,[277866],[0.8318088831883342],[0.46442505000433837],[0.19667217443945847],[0.03134319230851832],[6.0],[7.0],[0.0009324119102993894]
6000999930,[],[],[],[],[],[],[],[]
6000999937,[279322],[1.0765218954892075],[0.40065982724735294],[0.027985968853043622],[0.1875518951189347],[4.0],[7.0],[0.00350572954913973]
6000999960,[139488],[0.9057954154746046],[0.3936852106468553],[0.012797416947590252],[0.053440901366246886],[3.0],[2.0],[0.00684829656922787]
6000999968,[13761],[0.6872439637572783],[0.23373918920042322],[0.04705759356279708],[0.0332925825500479],[1.0],[2.0],[0.007193972888270953]
6001000044,[269317],[0.5635778591738451],[0.29391605470260096],[0.08762308076877859],[0.0034192946200012784],[0.0],[1.0],[0.0021820242734248855]
6001000126,[],[],[],[],[],[],[],[]
6001000212,[22641],[1.1485110257148334],[0.4151465277054392],[0.5537186031137988],[0.0027728180764301723],[2.0],[4.0],[0.0078614598994705]
6001000220,[59156],[0.9987294164817623],[0.26825376173255044],[0.0824266710450676],[0.002360902840420479],[1.0],[1.0],[0.003022095229946133]
6001000314,[361850],[1.124349179694135],[0.4916447180012805],[0.38895058088292594],[0.5017350427862227],[0.0],[2.0],[0.0030688333835189093]
6001000341,[489708],[0.7457900075603126],[0.3443648951385085],[0.3232335935668858],[0.1987125637175304],[3.0],[5.0],[0.0019767973940861697]
6001000378,[433185],[0.6165314945834385],[0.15967189126419237],[0.49861534598875074],[0.80571204069236],[6.0],[11.0],[0.008108162569090239]
6001000389,[279322],[0.6524371555728565],[0.21099150966958902],[0.3037330113752856],[0.17970732267768677],[10.0],[3.0],[0.012436094330932214]
6001000396,[279322],[1.0176589879274038],[0.27851176922030885],[0.3358732093596928],[0.21165830931424734],[1.0],[2.0],[0.011911518273419209]
6001000403,[431482],[1.0741159939047626],[0.22404055327670044],[0.4840344180555376],[0.39944679899787894],[8.0],[2.0],[0.0036145863648664256]
6001000450,[35310],[0.6297333898596901],[0.1349317249428579],[0.21453035600327175],[0.2014794413324804],[2.0],[1.0],[0.003100348807528316]
6001000531,[98567],[1.2346908433446242],[0.3852544511932596],[0.19613961050374226],[0.372776678425386],[12.0],[1.0],[0.005067724228892252]
6001000570,[303537],[0.982495497950039],[0.492455007325506],[0.07180840003232619],[0.39311415440002406],[7.0],[5.0],[0.0014111855205986813]
6001000588,[151069],[0.8701252278288184],[0.2990579154935206],[0.0024606780621017304],[0.022887045503089388],[3.0],[1.0],[0.005704447899306022]
6001000605,[35769],[0.8522466511647789],[0.17831265132073665],[0.015505112962834227],[0.021192780824116325],[0.0],[3.0],[0.0006484056503459358]
6001000635,[443973],[0.8932220392152709],[0.1713430388276358],[0.43078989483584695],[0.5814153706443305],[0.0],[1.0],[0.00310723232768212]
6001000644,[],[],[],[],[],[],[],[]
6001000657,[],[],[],[],[],[],[],[]
6001000664,[253050],[1.045355259972756],[0.4216992669274432],[0.02839482638999952],[0.6363807596171792],[8.0],[2.0],[0.00504117764077524]
6001000668,[],[],[],[],[],[],[],[]
6001000673,[487330],[0.7102434909727442],[0.4407878654607713],[0.1077155286975729],[0.51160072957128],[9.0],[0.0],[0.040983429479427964]
6001000680,[333378],[0.899787957607996],[0.5380943916968987],[0.12369022621693525],[0.07864389636395584],[1.0],[5.0],[0.0005276028736367821]
6001000688,[475546],[0.7354785882598956],[0.39833386488186995],[0.004081983324179808],[0.5850167841749067],[1.0],[4.0],[0.002347432643187955]
6001000697,[43442],[0.7634565737225195],[0.2061409115227261],[0.0039889488457151515],[0.2232586079416774],[7.0],[5.0],[0.004429243376450391]
6001000731,[386648],[1.2199002512228985],[0.1420920602543217],[0.05039667684888623],[0.02334178632844013],[7.0],[4.0],[0.0014659615651186923]
6001000746,[],[],[],[],[],[],[],[]
6001000771,[279322],[0.7130104705323187],[0.1579927029093637],[0.13705337032659212],[0.19879050159514675],[9.0],[12.0],[0.008248315486137487]
6001000798,[59156],[0.9542960526890324],[0.18879288561351984],[0.18056522024902047],[0.04262722436492122],[1.0],[1.0],[0.005596404051571722]
6001000805,[],[],[],[],[],[],[],[]
6001000893,[534907],[1.1024692614006448],[0.1700108803247425],[0.020151144429369508],[0.06299889403985626],[1.0],[1.0],[0.001404300035772706]
6001000925,[534907],[1.0052164195881448],[0.31049603987248303],[0.11616962669775163],[0.0635586778122066],[5.0],[5.0],[0.00743285629875599]
6001000998,[100367],[0.9557121565625509],[0.33583101885311],[0.14538607502502693],[0.13280585849376889],[12.0],[5.0],[0.0021286018230119537]
6001001065,[253262],[0.8137307939428443],[0.23480267565812912],[0.08384497408883745],[0.0067888622253816245],[2.0],[0.0],[0.0020082883171593517]
6001001096,[],[],[],[],[],[],[],[]
6001001117,[125602],[1.1048683636108008],[0.22671832285086735],[0.04863396539074308],[0.08441597353281721],[1.0],[1.0],[0.00703242913366031]
6001001150,[35769],[0.6295022364772852],[0.18900015422826044],[0.004374598922828979],[0.028646678699662437],[2.0],[2.0],[0.0004256629085483265]
6001001254,[21336],[0.7074237348235675],[0.24407117110644883],[0.058565346165602855],[0.19892821623923101],[3.0],[4.0],[0.002943386549163445]
6001001260,[15812],[0.8162993608551048],[0.2513655463680127],[0.2683235758225014],[0.02793267902029465],[8.0],[0.0],[0.006504301794393572]
6001001281,[512197],[0.7819057899863001],[0.32773329794977213],[0.10384624410257032],[0.5351875307279778],[1.0],[6.0],[0.005129425445022946]
6001001313,[381285],[0.9036214471154137],[0.14009434067272233],[0.12029395970400593],[0.13635866360915058],[0.0],[9.0],[0.005823593858402666]
6001001319,[453251],[0.9431809731765819],[0.27299731851007125],[0.04135636517901216],[0.11489831309376841],[3.0],[4.0],[0.00454644935882338]
6001001348,[130689],[0.9202935923031608],[0.13858983506790562],[0.07227726987109973],[0.26958577008185064],[3.0],[0.0],[0.0040582205823401635]
6001001362,[226439],[0.9987896754529662],[0.15091652562144792],[0.11677595005602112],[0.011655503768555182],[6.0],[12.0],[0.004300997781692479]
6001001379,[361850],[0.9115939718182219],[0.29443777270470456],[0.19263814614451918],[0.21841762464321843],[2.0],[1.0],[0.0016473831023577688]
6001001395,[337740],[1.1219711560049803],[0.1672247736541853],[0.029954467791688193],[0.12504716043725767],[3.0],[2.0],[0.0053260472673512735]
6001001412,[57119],[0.7037431409470374],[0.149028255488416],[0.12413215886489645],[0.06668499964099939],[5.0],[5.0],[0.0031072758732811926]
6001001461,[222369],[1.1146376936492455],[0.16259305408834704],[0.13751852993554092],[0.3253876032023091],[0.0],[0.0],[0.0034025766195492197]
6001001483,[355019],[0.5730045529390636],[0.19287873519516535],[0.08830362421170332],[0.07532278727212574],[0.0],[1.0],[0.0015501807437675484]
6001001595,[207534],[1.0898985928982563],[0.20467117816790534],[0.045599958244623345],[0.050791402851246586],[5.0],[5.0],[0.005893699636395172]
6001001613,[],[],[],[],[],[],[],[]
6001001863,[126104],[0.9963000866062689],[0.13629203837490067],[0.04879567919099943],[0.03116849019772719],[1.0],[0.0],[0.003395792213408229]
6001001895,[222369],[0.8168076022004668],[0.1411124678652214],[0.03298328057561545],[0.006706092085951279],[3.0],[2.0],[0.0017269123700996904]
6001001919,[240439],[1.1124188636872645],[0.22202230922586255],[0.02359791799820119],[0.08230458330142187],[3.0],[4.0],[0.005867342771769537]
6001001944,[453251],[1.085098840007081],[0.6128878879638208],[0.013338403723734458],[0.3925057474748914],[7.0],[8.0],[0.007237097742777064]
6001001951,[151069],[0.8769649767652231],[0.13603445947168216],[0.03019678790139643],[0.015733684219455153],[4.0],[4.0],[0.002198060409359664]
6001002030,[69878],[0.6471896230189433],[0.21442499092933817],[0.025764476298598998],[0.13070061203693573],[3.0],[4.0],[0.005029945391170056]
6001002168,[423028],[0.7086359642401955],[0.30892081898678186],[0.11814248531851074],[0.019772010891403197],[5.0],[3.0],[0.007771587125864032]
6001002176,[480412],[0.6262218774615232],[0.1725535411078464],[0.11100732886903111],[0.08573380547759002],[1.0],[0.0],[0.0022292101520025196]
6001002189,[437744],[0.8644150540779295],[0.25500727228196507],[0.10810028329994893],[0.22742154844583184],[0.0],[3.0],[0.001957297214335705]
6001002208,[479965],[0.6672766658840998],[0.17602207699153882],[0.057567768448365295],[0.26523455295338905],[0.0],[0.0],[0.004321413325933332]
6001002225,[135966],[0.6555213812076877],[0.4522061946767072],[0.12460118331324313],[0.07396060038134619],[5.0],[8.0],[0.007853245887020313]
6001002239,[277866],[0.605285151065126],[0.2896787001647045],[0.24267483305904883],[0.298575140598367],[1.0],[2.0],[0.0020084394762139995]
6001002643,[],[],[],[],[],[],[],[]
6001002660,[279322],[0.7550712458541219],[0.16501780175126557],[0.23312570089731904],[0.16277658809415152],[8.0],[11.0],[0.007315489885291432]
6001002674,[],[],[],[],[],[],[],[]
6001002681,[453251],[0.9523530026619351],[0.2040684632910621],[0.05073411808049779],[0.005027432184927418],[1.0],[2.0],[0.0015931137590892864]
6001002740,[71681],[1.0334149591698738],[0.16103316325446862],[0.08385873203630285],[0.05290009582296445],[11.0],[3.0],[0.00432671284449236]
6001002755,[],[],[],[],[],[],[],[]
6001002768,[],[],[],[],[],[],[],[]
6001002786,[71681],[1.1056206736067182],[0.1822597555503745],[0.01921498131517249],[0.036083997702110175],[3.0],[0.0],[0.004052984732361131]
6001002801,[],[],[],[],[],[],[],[]
6001002808,[],[],[],[],[],[],[],[]
6001002841,[113386],[1.0774325171527164],[0.08506910308727056],[0.0022619148504164047],[0.025710278221444192],[1.0],[1.0],[0.0003271082081997565]
6001002873,[439040],[1.2471091423851066],[0.1200345273959397],[0.01643442338020947],[0.526390683140697],[0.0],[2.0],[0.004561857600864565]
6001988775,[57119],[0.763170923359571],[0.25082408016775987],[0.04847111264718156],[0.08468404776210085],[0.0],[0.0],[0.003845063770612561]
6002010317,[144326],[0.8761154986840763],[0.18000975660964985],[0.04781729802588462],[0.06462891294387138],[2.0],[1.0],[0.0025685204571120677]
6002027007,[57119],[1.101235942777897],[0.29213640170704486],[0.07661909558679321],[0.01812463223968695],[0.0],[2.0],[0.0034097908057533844]
6002036923,[],[],[],[],[],[],[],[]
6003198277,[361850],[1.153856078866283],[0.21547580856189366],[0.3128276095518269],[0.17444262227880838],[1.0],[2.0],[0.0022377009632572028]
6003198278,[301424],[0.8074351983842804],[0.1759667115593423],[0.012539699839114321],[0.128265913356621],[1.0],[2.0],[0.004280738640219693]
6003198279,[],[],[],[],[],[],[],[]
6003258223,[92025],[0.7131578107307428],[0.1628189647688482],[0.037963515529624355],[0.10607563830061946],[3.0],[0.0],[0.0018325720849794384]
6003326927,[534907],[0.9472612170215448],[0.1775790088069064],[0.033954677044635964],[0.11217794106535836],[6.0],[8.0],[0.004822169101146971]
6003360619,[],[],[],[],[],[],[],[]
6003381576,[487596],[1.0035335774512326],[0.17507539661843846],[0.015101930609899249],[0.08386068693178925],[2.0],[0.0],[0.003013605864245182]
6003395331,[425234],[0.6929056197207305],[0.17132491466398037],[0.0006760267596681792],[0.09524379760179777],[0.0],[1.0],[0.003527439581613995]
6003403818,[211085],[1.003356963627308],[0.24259076731400836],[0.049976915782377354],[1.1871892492433527],[1.0],[3.0],[0.007910075045887975]
6003430981,[379140],[0.8011904197343952],[0.27612458684742963],[0.009282915989443759],[0.1744550060439545],[1.0],[1.0],[0.0035843282540245673]
6003442818,[],[],[],[],[],[],[],[]
6003442820,[],[],[],[],[],[],[],[]
6003446341,[],[],[],[],[],[],[],[]
6003454683,[35769],[0.7615993160041591],[0.2940245152928334],[0.15799618145029273],[0.3513190809805173],[1.0],[7.0],[0.0063977872827179465]
6003465926,[205226],[1.1241111507478105],[0.2443712401869993],[0.051148793843806835],[1.1510019709708124],[3.0],[0.0],[0.004725799826204862]
6003465929,[453251],[1.0614799752341664],[0.22834863477441497],[0.03983839611726524],[0.041204345966267986],[1.0],[0.0],[0.003023064422962588]
6003468777,[],[],[],[],[],[],[],[]
6003484559,[],[],[],[],[],[],[],[]
6003491218,[263908],[1.0124628072630126],[0.19347257032455636],[0.0353794906255496],[0.04267194643637293],[8.0],[2.0],[0.003750159739602842]
6003508063,[264151],[1.2202745091591458],[0.14230489573374375],[0.1808104986649685],[0.12243925553421371],[1.0],[3.0],[0.008750397858882483]
6003510053,[512197],[0.656754022255665],[0.22291694164718823],[0.05790682444223577],[0.0004793883591580579],[2.0],[11.0],[0.0006155300057148648]
6003512598,[381285],[1.1262771936365932],[0.259239212075205],[0.2771792599741583],[0.23598767803381876],[10.0],[2.0],[0.02199831718717751]
6003512861,[],[],[],[],[],[],[],[]
6003547689,[327733],[1.1132951343856123],[0.14969012189703576],[0.023454975760594042],[0.10487000377272798],[0.0],[2.0],[0.005062900051141133]
6003553270,[381285],[0.6989140254321418],[0.16173472881446002],[0.028658282529798847],[0.012741704804939068],[11.0],[0.0],[0.0009276245677844815]
6003555476,[173400],[1.0147504009419013],[0.11336855882508365],[0.008109785866798953],[0.03199989285762599],[2.0],[5.0],[0.005671164006763396]
6003557922,[414453],[0.7036554033663296],[0.16309954515385705],[0.041232276203283826],[0.12155641174211416],[1.0],[1.0],[0.010477813356002435]
6003573452,[207291],[1.1556592667478802],[0.6426034812332093],[0.01790120183653765],[0.02433644403609725],[5.0],[0.0],[0.001049288302274988]
6003573453,[443973],[0.9411013722745349],[0.557159433641872],[0.3016241154277875],[0.33991212804180415],[1.0],[3.0],[0.0014588729146370774]
6003577945,[194901],[1.235290683005252],[0.23025152419161424],[0.008873247964420747],[0.25180210903024025],[1.0],[1.0],[0.00862195542148478]
6003609543,[368771],[0.7177069939773583],[0.235038456854181],[0.014252675964025597],[0.18389687514238306],[1.0],[2.0],[0.021905623348086215]
6003650569,[381285],[0.8748764103597905],[0.19508984343067112],[0.2680407265299363],[0.18858602752178732],[2.0],[9.0],[0.014856411707525614]